requester_id	pay	comm	fast	fair	reviews	tos_flags
A2JOR6GZW8TZ9O	4.29	4.11	4.74	4.68	32	0
A2JP8SUUPKMUU5	3.44	3	3.57	3.77	17	2
A2JQMPZ3IZ0AUC	5	0	4.5	5	4	0
A2JUDPCD55OOL	4	0	5	5	1	0
A2JVCZTCKJBV06	2.5	3	3.33	3.33	7	0
A2JWZRA0BBX1D8	4.5	3	5	5	13	0
A2JXANVOYN9B27	4.5	0	5	5	2	0
A2K4YA9CAFFXSB	1	0	0	0	1	0
A2K624BSY3RAYX	3.06	2.6	3.25	3.13	22	0
A2K85YRF7Z58ZM	4.58	5	4.86	5	12	0
A2KC7JJEQ97DNA	1	1	1	1	1	1
A2KIBXAO7KCOBA	2.52	2.64	3.86	3.04	29	0
A2KL02ZGS2W2LQ	3.15	2	4.2	3.86	14	0
A2KLNK44V0QR97	0	3	0	0	1	0
A2KLX8MA1M8C79	5	0	5	5	6	0
A2KO5823YGM7W	3.67	0	5	5	11	0
A2KPI9XQJIFQM2	3.8	3.25	3.88	4	20	0
A2KPVION6Q04KN	4.17	0	5	5	6	0
A2KQ5V62T0S8DN	1.63	1.57	1.88	1.44	9	0
A2KQKIJDIJBL16	3.55	2.43	3	3.36	56	9
A2KT0GTNTBALN4	3	5	4.5	5	3	0
A2KTRSAUYNIITH	4.5	5	4.88	5	8	0
A2KYE7EDH884YK	2.36	4.33	4.33	4.5	14	0
A2KZNJQVWKXQAX	4	1	3	5	4	0
A2L0Y5N4LX7HNF	3.75	0	5	5	4	0
A2L1LBZDMPHPDG	3.21	2.63	3.74	3.58	27	0
A2L1RFST1Y7VE7	2.6	1	1	1	6	0
A2L3PPP0F3IKTD	4.44	5	5	5	9	0
A2L3QCK76UGVWP	3.92	2	4.8	5	14	0
A2L5NEAAGI91HG	4	0	0	0	1	0
A2L9O7ZXXVBTU4	1.4	1	2	2	5	0
A2LD6F6XQEKDDV	4.4	0	5	5	5	0
A2LDS011TLMLMG	4.22	5	4.63	5	9	0
A2LG3PD5HKPOKJ	3.59	4.33	4.88	5	29	0
A2LGU8W1SF6ZB0	2.86	5	5	5	7	0
A2LGUS18BTIMHM	3.2	4.33	4.5	4.25	5	1
A2LH9RCXMT88MN	2.75	1.77	2.39	2.15	41	0
A2LHJOL56KJRLI	3.33	5	5	5	3	0
A2LLDLYPJFYUPA	5	0	5	5	1	0
A2LM1LE7IDQ0J8	3.07	5	3.54	5	15	0
A2LPTRFW9ZRZBX	2.8	0	4	4.33	5	0
A2LQ4N9RDPSDIX	2.63	2.25	3.63	3.89	41	0
A2LQ90L8KTWTWY	3.22	3.1	3.62	3.21	26	1
A2LSBLSHK7D929	3.5	5	5	5	6	0
A2LSPC3NPIGVNO	2.26	1.67	3.69	3.47	21	0
A2LVOI4E5J1XF5	4.25	0	2.5	3.4	7	0
A2LYKXI4NNBWIZ	2.96	3.8	4.29	4.3	28	0
A2LYMFKN8AM4QY	5	5	5	5	4	0
A2LZMOX6P2YXCP	3.29	4	3.6	4	8	0
A2M0KCPMB53IW5	4.12	2	3.94	4.29	26	1
A2M1M923XUVSB5	1	1	1	1	4	0
A2M20JWEEISXQJ	3.97	3.69	3.73	4.09	41	1
A2M4S05F7994DQ	0	0	0	0	2	0
A2M5BR1SNZY9E2	3.22	5	4.5	5	9	0
A2M6ZBRRROLD5D	4.86	5	5	5	7	0
A2M8L7MUKCZ055	5	0	0	5	1	0
A2MC5WQ6SWSGF9	3.19	2.8	4.44	4.06	16	0
A2MCCC2QUF1Y5E	4.44	4.11	4.42	4.38	34	0
A2MD63TOQNAKBW	1.27	3	3	3	12	0
A2MDFODQMQZCTG	3.04	3.09	3.47	3.09	30	0
A2MDUKZW9L0MM2	3.75	5	4.79	4.93	20	0
A2MG19PB7KN2XC	0	0	0	1	1	0
A2MGPWV4L3PW8H	5	0	5	5	1	0
A2MKM1NH1YEH3W	2.5	2.33	2.5	2.5	11	8
A2MM6SHXUS2SBT	1.5	5	5	5	4	0
A2MMTQUK5SZXE7	5	0	5	5	1	0
A2MN1C8S13DFPS	3.33	5	5	5	6	0
A2MN1FCVJP1CVX	1.5	1.75	2	2	5	1
A2MP9WQEM1GKU7	2.75	5	5	5	4	0
A2MQ6SA9FF0M3I	5	5	5	5	4	0
A2MR1CUEN83T93	2	0	5	5	2	0
A2MXD2L8FBHGS6	5	0	4.5	5	2	0
A2MY681P424NK	4.64	4.2	4.6	4.6	11	0
A2N0MYXIGB16RK	4.75	5	5	5	17	0
A2N0PNYKMJVG2E	4	4	5	5	2	0
A2N13WUNP2JCYE	2.8	1.5	3	2.23	13	0
A2N2I14YVCZD30	4.4	4.5	4.79	4.71	16	0
A2N396NEYWSY6U	5	5	5	5	1	0
A2N562UK89D82M	5	1	4.5	3.67	4	0
A2N7EHPLO3K0WP	4.59	5	4.9	4.9	42	0
A2N7W053MEW2OH	4.8	3	5	5	11	1
A2N8J3KZ5FHXDF	4.9	5	5	4.6	11	0
A2N9J8H4PYABPS	5	5	4.73	5	12	0
A2NBKW2MG4SZW6	3.7	3.33	4.04	4.09	27	0
A2NECEQOMZ4QO2	4	5	4.83	5	7	0
A2NG7Z5JM4QY7A	1	2.33	2.33	1.67	3	2
A2NH3F06S79JZX	3.17	1	3.8	4.2	6	0
A2NHZXB5A6RRE7	3	3.55	4	4.08	38	1
A2NI8PAY8G06BF	4.5	5	5	3.67	3	0
A2NJKX8WSVKPVX	4.19	3.67	4.49	4.46	55	0
A2NKV18P6IXIJU	1	0	0	0	1	0
A2NORX60WEJVCL	3.33	1	4.43	4.43	9	0
A2NQ5WW8087LNS	3.8	4	4.75	4.75	5	0
A2NRUYNGBCUAKT	4	0	5	5	1	0
A2NXL78RISTKFR	3.89	0	5	5	9	0
A2NXV9HYVN27ZC	5	5	5	5	1	0
A2NYGFJXHNSNWO	5	0	5	5	11	0
A2NYYK1K3Q4Z33	3	2.33	3.4	3.4	5	0
A2O33GXSZIJ20S	3.67	3	3.67	3.67	3	0
A2O3RVGP38RLIR	3.71	0	5	5	7	0
A2O4P7NMMM8OLC	4	0	0	0	2	0
A2O66WYU8T5W6E	3	1	3	4	6	0
A2O6BB9HXEUXX1	3.74	4.19	4.13	4.38	37	0
A2O87ECX9RGL6D	0	0	0	1	1	0
A2OAVQ9I2KRVO1	2.68	2.71	3.68	3.6	32	0
A2OBYZNVCE1BNN	3.38	2.89	3.7	3.43	21	1
A2OCAZRQET30PX	4.29	5	5	5	7	0
A2ODH1PTCEK1KS	1.8	1.67	2.6	2.14	8	1
A2OI78EMSYAE2I	3.25	2	3.67	3.67	10	0
A2OKMNZZYFJPO7	2.71	3	3.5	3.67	9	2
A2OKV2NVEB6FHE	3.21	2.06	2.41	2.91	26	0
A2OP8WXP7DIM76	1	1	1	1	2	0
A2OS075CFN5V9Y	3.73	2.86	3.1	3.89	13	0
A2OTLGIIAA7RE0	3.04	2	3.41	3.5	33	0
A2OVO94MC77YYJ	4.79	5	5	5	49	0
A2OWEKTC3LU8UZ	0	0	0	0	1	1
A2OXRWE3QSXK5Q	5	5	5	5	1	0
A2OZ8UQPVXY97M	5	5	5	5	1	0
A2OZJB9LYMCMUC	4.14	4	4.38	4.38	14	0
A2P2JN2SIKJVGF	5	5	5	5	7	3
A2P2MT8IK72CVZ	2.84	3.76	4.37	4.02	88	0
A2P4JE37VEZ0H9	2	1	1	1	1	0
A2P5EVG50186FY	5	5	5	5	1	0
A2P6ZUAVCP7A9J	2.79	3.4	4.6	4.27	20	0
A2PB5B34VCHRXY	4.52	5	4.9	5	23	0
A2PBHA6HFH2RKJ	4.24	5	4.93	4.5	19	0
A2PC9F6UC011Y0	5	0	5	5	1	0
A2PD2DBPWMMVQI	5	5	5	5	2	0
A2PD2ICY175231	2.25	1	1.2	3	6	0
A2PIAJS7OQYLCA	3.5	0	5	5	2	0
A2PINZOYN6JZBS	4.33	0	0	0	3	0
A2PIX6LVWZUD13	4.95	5	5	5	21	0
A2PLA9QVA6EL1W	1	0	1	0	1	1
A2PNLFUMGJUCSJ	2.17	5	5	4.78	12	0
A2PNNJH0WSGV83	3.17	1	3.6	3.4	6	0
A2PRUGUWJP1W1Q	3.82	3.4	4.1	3.9	11	0
A2PVY4P5TQAQGP	1	1	1	1	11	2
A2PXTSIT9V8PPU	3.47	1.79	3.11	3.49	128	1
A2PYSN7JHNRKMR	4.5	3.67	4.69	4.69	14	0
A2PZOEIMR3MMZ	4.9	5	4.9	5	10	0
A2Q1KVY3MURQ9D	4.69	5	5	5	13	0
A2Q1RSC9MWUTL2	2	2	1.57	1.67	7	0
A2Q21AL028CGRY	2.94	2.25	3.92	3.8	34	0
A2Q21I0C9O2343	4.77	3.67	4.46	3.93	15	0
A2Q2DM0HKVUH54	3	0	3	3	6	0
A2Q3GRQHWNSH02	3.55	1	4	4	12	0
A2Q5U6OFUSYBPR	1	1	1	1	4	1
A2Q69XUOVWCV7D	1	1	1	1	1	0
A2Q7I5QC4GZ1LG	3.06	2.69	3.06	3.18	18	0
A2QA3PQJORRAUV	4.5	0	5	5	10	0
A2QAIDXPHCSIZ3	2	0	5	5	1	0
A2QC7NFKE3H3DZ	2.33	1.67	3.17	3.18	25	0
A2QCGR92BGZJQ7	2.71	1	2.38	2.5	8	0
A2QD3I7RT6F95	2.85	3.67	3.86	4.25	16	0
A2QFT3PXHK1ZBO	3.46	2.33	3.83	3.52	29	0
A2QIAJ29BTDE4R	3.17	2.27	3.97	3.9	56	3
A2QIXA9IUS9TK9	1	0	3	4	2	0
A2QL4IYSEA9D84	4	0	5	5	2	0
A2QL8FSYHPWXTF	3.29	2.47	3.39	3.33	42	1
A2QNR7GDOUENA9	2.6	1	2.6	2.6	5	0
A2QQ58FA05S7E3	5	0	5	5	4	0
A2QQXRBO0361NI	1.93	1.92	2.6	2.32	27	0
A2QTMZOMLS9N4N	4.86	5	5	5	7	0
A2QUMTFOAIH9F5	3.33	3	2.75	2.29	10	0
A2QXRF73EA8P9A	3.8	5	5	5	6	0
A2QYECBIQEVMHX	3	0	5	5	3	0
A2QYNLWPJ3YVAT	1.36	1.25	1.6	2.1	34	0
A2QZ4TN6OFURD2	5	0	4.6	5	6	0
A2QZINBQ21WQHA	4.12	3.67	4.29	4.24	19	0
A2R0GNT1L7VJ5U	5	0	5	5	2	0
A2R3II7IBIUCHS	3.86	0	5	5	7	0
A2R6KCTM0Q9UFF	2.67	2.75	2.91	3.09	15	0
A2RAOP1DRMU6Y4	1.5	1	5	3	2	0
A2RAQMJ957I4EX	5	5	5	5	12	0
A2RBQWXX3PINUE	3.08	2.43	2.07	3.69	14	0
A2RCU34O1UEJUD	1.75	5	4.5	5	4	0
A2RD4CC2NYEJTK	3.18	3	4.13	4.56	11	0
A2RF554IOF1ZW	3.83	3	4.2	3.67	7	2
A2RFL6OW6H1Z6K	3	0	4	5	1	0
A2RGVLZKXMZZL6	3.17	1.44	3	2.71	15	0
A2RJG9LHJ0E5II	4.14	1	4.4	4.6	14	0
A2RJJ9LTOCRJ37	4.86	5	5	5	37	0
A2RKHIV69M8REF	1	1	0	0	3	0
A2RL70KSZP1RUW	2.1	5	5	5	12	0
A2RMZ78NL45YAG	4	0	5	5	1	0
A2RO1VCA39NBRT	4.45	4.12	4.32	4.27	23	0
A2RP4GZ0ZUAF09	2.92	2.84	2.97	3.08	41	1
A2RVSVDO63B3CY	4.83	5	5	5	7	0
A2RYNR9X5KC1DH	3.33	4	5	4.5	3	0
A2RZSEM407FFHY	3	2.33	2.75	3	4	0
A2S0PI16299RWU	3.54	2.5	3	4.45	14	0
A2S0QCZG8DTNJC	4.87	5	5	5	15	0
A2S0VJE25JPZ4P	4.53	5	5	5	17	0
A2S2MAHER3SV7	4.45	4.75	4.74	4.75	48	2
A2S4W5C7TSGPPE	3	0	5	3	3	0
A2S5APPL8VPVBW	3	0	4	5	1	0
A2S7AIIXXY3CT	3.79	4.18	4.43	4.37	50	1
A2S82CCMBZUCVP	4.81	5	5	4.58	23	0
A2SC0KDGX4O5DH	3.4	2	2.71	3.67	9	4
A2SD4Q7V1Q6J43	5	0	4	5	1	0
A2SEAGFI47YRD3	3.64	4	4.5	4.83	14	0
A2SG47TDWR1UIL	3.03	4.43	3.54	4.14	40	0
A2SGDN2RR57SAM	3.34	2.8	3.5	3.18	62	32
A2SIHY15OHWI99	3	0	5	5	4	0
A2SIJNSCUTJAEP	3.36	2.75	4.22	4.1	11	0
A2SIRDQ6KNABER	2.56	1.89	2.38	2.17	22	0
A2SJWJI3NOTH6D	3.67	4	4.33	4	3	0
A2SMWTSOQ4RP47	3	0	5	5	2	0
A2SOKEAJLAUCIJ	4.4	5	4.8	5	5	0
A2SP1L5T4O3R19	4.3	4	4.74	4.79	23	0
A2SRKGE3SIPFP2	4.89	5	5	5	10	0
A2SSK3TO5ETNT9	5	0	5	5	3	0
A2SU0WXSKS3PKD	3	1	4.2	4.2	8	0
A2SUM2D7EOAK1T	3.99	3.95	4.4	4.33	530	1
A2SVVU9W6N47MS	2.83	5	3.4	5	12	0
A2SYNQJ1LYXLZY	1.46	1	3	3	14	0
A2SYZG8UFRORB	5	5	5	5	4	0
A2T150U0XFMND8	2.82	3.67	4.69	4.67	25	0
A2T5BLKGAQS9QW	1	0	0	0	1	0
A2T90ES2835MSE	3	0	5	5	2	0
A2T9KSSBX98E1Q	3.91	5	5	5	23	0
A2TB7WE7TVF7B5	3	1.63	2.17	3.15	22	0
A2TFGM2DHIYB6B	4.31	4.55	4.78	4.69	50	0
A2TG86V43YDZV4	2.62	2	3	2.86	21	0
A2THHQK32B395T	1	0	0	0	1	0
A2TKX44KW7U8D2	3.83	5	5	5	19	0
A2TKYIFJ7RQRLE	3.47	2	3.4	3.4	19	0
A2TLAXBWI9UCH3	2.9	0	4.86	5	11	0
A2TLCZ8FFESDFU	5	5	5	5	2	0
A2TNL8FIJTP12W	3.74	2.6	3.29	3.29	19	0
A2TSQOVVLPG5K8	4	4	4.33	4.5	13	0
A2TU6WXC8QK6UY	5	0	5	4	2	1
A2TU7JFYOW875U	5	5	5	5	2	0
A2TU7SOXKB63P1	2	1	3	2.14	11	0
A2TUGT6TGUYHYJ	3	1	2.75	2.75	5	0
A2TVX459EHEHS3	5	5	5	5	6	0
A2TXMKDL52OV8E	3.71	3.63	3.44	3.77	218	1
A2U2R3VF8DFRCN	1.5	5	5	5	2	0
A2U2WBP3JDLKOK	4.45	2.5	4.75	4.75	23	0
A2U3HRTZ3BKJDP	4.9	5	5	5	23	0
A2U3M0QQNRQI09	2.6	1	2.6	2.6	5	0
A2U7JOOWM5S7M8	3.35	3.47	4.05	4.11	24	0
A2U8IPODO361EF	3.57	1	3.43	3.67	7	0
A2U9OE2KJ54NTO	0	0	0	0	1	1
A2U9V1YGSF8V2W	1	0	1	4	2	0
A2UAA5X9MLDLSA	1	1	1	1	1	0
A2UBEMX36J2SJC	1	0	0	0	1	0
A2UBKUU1GQ21S3	5	5	5	5	1	0
A2UDN2PCR24D0C	5	5	5	5	7	0
A2UGT4PWY6U5FR	3	3	4	4	4	0
A2UHX2LSVVA3N4	3.5	4.5	4.5	5	3	0
A2UJ74VLVSKMIR	4.33	3.4	4.78	4.78	21	2
A2UJEWSQX8TRQ2	1	1	1	1	2	0
A2UKL52R7I6BX7	4.3	3.86	4.33	4.33	28	0
A2UKT1SZZ92HM	0	0	0	0	1	1
A2UL6H4ET5ZBWG	3.57	5	5	5	7	0
A2UNWQFBXD0TM6	2.29	2.67	2.88	3.63	9	0
A2UO17JWVF01M1	5	0	5	5	1	0
A2UQVXHO77O4KQ	3.25	2.75	3.18	3	12	0
A2USP8T0W9VC7J	3.38	2.04	3.26	3.33	49	0
A2UVATNJ8S4MG6	3	1	1	1	2	0
A2UVRP50C9TMK3	2.08	2.33	3.15	3.23	40	0
A2V2BWEKDV6DYB	5	3	5	5	8	0
A2V2IA1P5MWP9H	5	5	5	3	2	1
A2V4111O258P1R	1	1	3	3	3	0
A2V4OCAP4XYFG9	4.85	5	4.88	4.9	60	0
A2V6GCHMZ3W89V	2.78	3.93	4.73	4.67	432	1
A2V84ME3YR7MYI	4	0	5	5	1	0
A2V8FU71D2738H	4.49	4.86	4.92	4.91	99	0
A2V8SPCZHO4Y4B	2.21	0	5	5	14	0
A2VB1ZOR67ES0U	4.88	5	5	5	9	0
A2VE53E7WHMP5W	5	5	5	5	15	0
A2VESOWHQRJ63A	4	2	5	5	2	0
A2VF9LJTNMRGYO	3.5	3	3.5	3.5	12	2
A2VJ0BWM9KE1T3	3	4	5	5	1	0
A2VKD6TB0EAZYQ	3.43	2.71	3.5	3.36	14	0
A2VNGSEF3JWC22	4.04	3.71	3.91	4.62	30	1
A2VO666YUG36HP	0	0	0	0	1	0
A2VOCPJKUH05ZS	3.86	3.67	3.14	4.33	7	0
A2VOWJP6VV24RK	4.67	1	5	5	3	0
A2VPAAL8LQSXAS	3.67	5	5	5	7	0
A2VRE82PM04KTT	4.8	4.63	4.54	4.62	16	0
A2VSPVNCAFEE8Z	4.14	5	3.33	5	8	0
A2VUPAIA9FPJSW	4.67	5	4.8	5	6	0
A2VZRVR42EA9BM	5	0	5	5	1	0
A2VZU2Q1H3Y2KA	2.75	1.5	2.5	3.67	12	0
A2W2489PHIP73Q	4.5	5	5	5	8	0
A2W2W32NY7KIRO	1.29	1	1	1.43	7	0
A2W4H64JAS3OFX	3.2	0	5	5	5	0
A2W4NSZRJZT5TR	2	0	5	5	1	0
A2W56V7XFWUFF9	4.37	3	4.5	4.1	25	0
A2W67ZZJ1QI04Z	2.67	0	5	5	7	0
A2W6HV5H5JS2ZJ	4.08	3	4.31	4.67	13	0
A2W7NVPVNRGZ24	4.67	5	4.67	5	6	0
A2W8CW3HFE4F1Q	5	0	5	5	2	0
A2W8Y76NHV5KKF	4.95	4.86	4.95	4.9	43	0
A2W9VTOXNSZ0IX	5	0	5	5	4	0
A2WBTVBB9NTT6H	1	1	1	1	1	0
A2WCOS9V0OETU9	5	0	5	5	2	1
A2WJXZ92DCAIRL	4.05	4	4.3	4.3	24	0
A2WND4V6K7MYAW	3.82	5	5	5	12	0
A2WNTNXSQBOKZY	3.89	3	4.39	4.32	41	0
A2WP61829J3I2Y	2	3.25	2.25	2	5	0
A2WQBNTU1S2GAJ	2.14	1	5	5	7	0
A2WQH650FPVXHQ	2.38	1	2.71	3	9	1
A2WQXL34JP6FVQ	3	5	4.4	5	7	0
A2WRQDDB0APXUM	3.75	5	5	5	12	0
A2WSI50PTXWAEL	4.45	5	5	5	11	0
A2WSLUBF22244I	5	0	5	5	1	0
A2WTJ37XZQSWBW	3	5	5	5	3	1
A2WX73KIKJDV0F	4.43	3	4.33	4.33	7	0
A2WZ5GPXE4GI0R	3.09	4.08	4.48	4.57	44	0
A2X3A4GZJQ1YIW	4.5	5	4.86	5	8	0
A2X4WM9ETV7MFD	5	0	5	5	3	0
A2X7H6VOB6VZZS	4.5	0	5	5	2	0
A2X7HZA1FDR7BT	3.5	3	5	5	5	0
A2X84UPYIFRFH2	1.71	1.36	1.88	2.25	23	0
A2XAE9FRXIDB5E	3.63	3	4	4	8	0
A2XBO5ZG9M559I	2.8	0	5	5	5	0
A2XC68RJM9GJA0	5	0	5	5	1	0
A2XDC2OO26KGGX	4.36	5	5	5	12	0
A2XDFL9AUUVBW1	3.67	3	4	3.67	3	0
A2XED9QRSCDA20	4.55	4	4.82	4.73	12	0
A2XEKXFRTWZJ7B	3.67	2.89	3.75	3.81	17	1
A2XHWH40WRYG38	3	1	5	3.67	3	0
A2XJ6RCJUI8RLR	1	0	0	0	1	0
A2XKT7XO57ZS9C	3.56	3.15	4.04	3.86	37	0
A2XL2NDU3JYLPX	3.5	5	5	5	2	0
A2XRNL2U7OGDHN	2.92	3	3.93	4.29	28	0
A2XS71LYMFUBYD	4.54	4.8	4.83	5	26	0
A2XSNRTT1WLRV6	4.11	3	4.38	4.5	9	0
A2XSRQA64SBQUV	2.32	2.54	2.8	2.88	19	0
A2XUIY5VA5LCV	4.27	3	4.92	4.53	16	0
A2XUP4R3JUO6NZ	2.61	2.78	3.69	3.79	59	5
A2XUPY7F32CO8X	1.67	1	1	1	3	0
A2XV2ZU2C8H3L3	4.6	0	5	5	6	0
A2XVLXKCQYNSUJ	5	0	4.33	5	4	0
A2XW8MDHGU9SLR	4	4.2	4.17	4.33	6	0
A2XWSH834EXB4G	4.88	0	4.57	5	9	0
A2XXZNME4JP57J	4.2	5	4.2	4.2	6	0
A2Y03NO7I7ITOD	4.6	4.2	4.67	4.73	16	0
A2Y4NYR0Q6D2M9	3	0	0	0	1	0
A2Y66ZJWBESIIX	5	1	1	1	1	0
A2Y78P0OT126F7	4.13	5	4.96	4.98	50	0
A2Y7QOGNFT32B1	3.43	2	3.69	3.77	15	0
A2Y8SYKQ169WWW	5	5	4.5	5	2	0
A2YALJOLIU726Y	5	4.5	3.83	4.8	6	0
A2YAZKX2Q56T2Y	2.5	5	4.2	4.2	8	0
A2YB8IQ2RD508X	3	1	3.5	5	3	0
A2YE4NMSHL8VE6	4	0	5	5	1	0
A2YEJO7726FU7L	3.28	3.23	3.41	3.44	18	1
A2YFRAE4T2VRZR	4	0	5	5	2	0
A2YHHDVENEEQLH	5	5	5	5	4	0
A2YHI4DFL5O3NS	2.64	1	2.29	2.33	11	1
A2YK2FSM7YFVAC	1	1	1	1	2	0
A2YKOZ2NIHQMWA	4.18	2.6	4.88	4.94	26	0
A2YMZC8K8F2P1S	5	5	5	5	2	0
A2YO969C9Z5EUD	4.84	4.56	4.93	4.94	56	0
A2YQ70G2WN5RKI	3.13	1.8	3.55	3.43	31	1
A2YRBKDOPE2AAR	5	4	4.5	4	2	0
A2YRNAMCW8OCII	3.4	5	3.5	4	5	0
A2YST8EB5DRHDJ	3.43	1	3.36	3.91	15	0
A2YT8Y09XFBTA8	3.73	2	3.42	3.55	13	0
A2YTOX7SEDJ1TC	4.76	4.73	4.76	4.76	17	0
A2YVPX653UIFGK	1	0	0	1	2	1
A2YW2GCVA51U3S	2.92	1.67	4.07	2.5	118	0
A2YW34I839E4TS	3	0	4.5	5	4	0
A2YXBL0XSSTH43	5	5	5	5	4	0
A2Z0W6GAK148ZJ	5	0	5	5	2	0
A2Z1WZDYH3SOJ2	2.1	2	3.4	3.27	20	0
A2Z2EB6ZLZOI4V	3.75	1	4	4	4	0
A2Z41EOG3KN2QI	4.64	4.43	4.64	4.64	11	0
A2Z6XIG1QWRB01	1.67	1	2.33	3	3	0
A2Z9EJ9KFEE1CW	3.6	0	5	5	10	0
A2ZGBI3CIS8HM	4.73	5	5	5	15	0
A2ZPSZVYC36Q5R	2.67	2.33	3.71	3.86	13	0
A2ZQG95RML3357	5	5	5	5	2	0
A2ZRLQUR7UYZH	3.08	2.14	4.18	4.13	34	0
A2ZUSOIVREMSSK	4	0	5	5	1	0
A2ZUU8QIS9FIU5	4.4	4.2	4.71	4.83	28	0
A2ZVWAKIQ5N6EP	5	4	4	5	1	0
A2ZXZFRG6A30J0	4.41	4.43	4.63	4.75	18	0
A2ZYO3WUSN8HEG	3.71	4.18	4.25	4.19	17	0
A2ZZ57XGPP8W5F	2.48	1.59	2.45	2.29	36	1
A3017WQZG9CJR	2	0	5	5	1	0
A302L2SY9TUYLS	5	0	5	5	1	0
A302MNAWPV0Y1O	2.67	1.67	3.11	2.33	13	0
A305E4CVLDD2Z4	1.67	0	5	5	3	0
A306U67TDJMYD	1.8	1	1.2	1.67	6	0
A307JRERZD8Z2V	2	1	3	3	5	0
A307R76E86LLF4	3	3	4.33	4.33	8	0
A308SL1APWLIG7	3.75	0	4.5	5	4	0
A3096M5VCT51JR	4.17	5	4.83	5	6	0
A30DR0AKV6FL53	5	0	0	0	1	0
A30F89ZJ0QICCN	3.83	2.45	2.92	3	15	0
A30GT0GD0IJ57V	4.38	4.44	4.63	4.82	112	0
A30I1R53O5XW0U	1.22	3.25	3	3	9	0
A30I99FYWK5Z01	3	3	4	4	6	0
A30K71HJCMX6RX	4.69	5	4.92	5	13	0
A30K8AK7F931RS	3.73	5	4.86	5	11	0
A30LBWMNXYAT69	4	1	4	4	7	0
A30M6U2OEWA7PO	5	0	5	5	2	0
A30OH4TRGMPO39	5	0	0	0	1	0
A30QPAGRXDAKNK	3.96	4.33	4.68	4.71	100	7
A30RIA80G8ZSWD	2.16	2.57	3.4	3.4	19	1
A30VYQAC5TP0J8	1	1	1	1	2	0
A30XMP5RRLZ6MB	3.2	3	4.17	4.4	13	0
A30XSVODXI4V05	2.6	2.75	3.2	3.08	13	0
A30YKX7SAFPF8X	1	0	0	0	1	0
A311BYEH2K8OHH	5	0	5	5	1	0
A311JZK6SFPBFQ	4.42	4.67	5	5	16	0
A312J817G9WRCF	5	5	5	5	10	0
A3134BTKT0EDOR	3.5	5	5	0	2	0
A313EO9GTY47JT	4.07	4.58	4.74	4.76	47	1
A316E0DNAT1RP5	2.9	3	3.29	3	10	0
A31BLD0ZSK2D9E	4	0	3.5	5	2	0
A31D8UDEW9PLYH	5	3.5	5	3	4	2
A31FXK0AARMERK	4.5	0	5	5	2	0
A31LIQ6MKRX6E1	2.67	1	3.75	4	6	0
A31MHZOJPCRTQ7	1.8	5	5	5	5	0
A31NSBEMK3AKS1	4.73	3.27	4.95	5	23	0
A31QLJGTD6R9Q7	5	5	5	5	5	0
A31QVT68X2F0II	3.6	0	5	5	5	0
A31RNKICAC2DHB	4.5	5	5	5	2	0
A31S29BRVZXL6E	4.92	3	4.62	4.85	15	0
A31S6OM6BSG5KS	1	0	0	0	2	0
A31SJP9WIBCLQI	4.69	5	4.95	5	39	0
A31T35120CC6D1	5	5	5	5	8	0
A31T6N359B0M4Y	3	3.67	5	3.67	5	0
A325ZTK6J04KD1	3.67	1	3.67	3.67	3	0
A327IYXJ9NJ32A	5	5	5	5	9	0
A329HH1EG4DHY9	0	0	0	0	1	1
A329J0LJ4LM2H	3.09	3.4	3.43	4.05	37	0
A329QOQ93W5KD3	1	0	0	0	1	0
A32DA9Q3AEBYFT	4.9	4.2	4.2	4.7	11	0
A32EICQW4TD7DQ	3.2	3	3.5	3.67	19	0
A32ER3FMK1TLUJ	0	0	0	0	1	1
A32JNFFMKA8LN8	2.88	1.5	4.13	3.75	8	0
A32Q5PEHKGR83G	3	1.89	1.38	3.09	22	0
A32RORROK9SP8B	3.63	4	2.67	3.13	9	0
A32TTE4XXN6MQZ	3.88	3.85	3.87	4.16	112	1
A32VUUTLC4Y5CT	2.67	1	3.33	3	4	0
A32WH2887E2DAC	4.95	4.2	5	4.78	21	2
A32XN4TF9CXR6Y	4.43	4.93	4.91	4.84	51	0
A32ZRNFHGDLJPR	3.57	4	3.6	4	7	0
A332ZO1WQGPR9V	4.21	2.33	3.58	5	15	0
A33473E5N2015E	4.75	5	5	5	4	0
A334KEW8D524O2	1	0	0	0	1	0
A335YB0WFLHGIL	4.46	4.2	4.74	4.78	25	1
A336UEEUX08QBH	2.67	2.33	3	2.33	4	1
A337SX7ZE7WPFQ	5	5	5	5	8	0
A339X63YM09ABI	3.56	5	5	5	16	0
A33A1NSOMCX6DW	4.12	4.78	4.89	4.95	46	0
A33A75QZTQD2GH	2.43	3	3.67	3.67	7	0
A33APKI2SAXVHQ	3	1	3	3	2	0
A33FMDYRPBOG42	5	0	5	5	1	0
A33HGLCQT6DGEJ	4.14	3.57	3.71	3.57	7	0
A33HXNFRJO5BZH	4.5	0	5	5	2	0
A33IHPXJHM2ZA2	1	1	1	1	2	0
A33IIWZOA7EQAS	2.52	4.17	3.82	4	27	0
A33JPMN8IYGARI	5	0	0	0	1	0
A33K5DMRPHXUGF	3.33	2	2.83	3	6	0
A33NP7FXCP771M	4.76	5	5	4.83	27	0
A33PII3160UOKQ	3.05	2.74	3.85	3.67	73	4
