requester_id	followers	averages	pay	comm	fast	fair	reviews	tos_flags
A1EHOE9RV6MPPO	3	2.625	3.4	2.5	3	1.6	5	0
A1G19FR6J7V23R	3	4.1775	3.92	4	4.27	4.52	29	0
A2D0STG8GT6AKN	3	4.0925	3.97	4.15	4	4.25	65	2
A3KCUB6P3IE8NL	3	4.9625	4.85	5	5	5	21	0
ASMB962R5QQ6K	3	3.6525	3.71	2.71	3.73	4.46	41	0
A1YOSN8ASBN2B9	3	3.9125	2.54	4	4.64	4.47	26	0
A22VFTXXONLCOS	3	3.895	2.84	3.6	4.5	4.64	21	0
A5COCW1PER5WR	3	3.5975	4.9	0	4.89	4.6	11	0
A2L84KQ9M89PHM	3	3.1	2.4	0	5	5	5	0
A34IHARXA4O9I1	3	4.6425	4.67	4.5	4.67	4.73	16	0
A1XCQBCXJXC0V0	3	3.75	5	0	5	5	3	0
A2LSPC3NPIGVNO	3	2.7725	2.26	1.67	3.69	3.47	21	0
A7DJAP0H5HL0C	3	4.1625	2.4	5	4.25	5	6	0
A3DBRQ48XMGYIQ	3	4.6025	4.45	4.54	4.8	4.62	28	1
A3H7I5VT9H0R4L	3	4.7175	4.16	4.71	5	5	47	0
A96C36HXWDNPB	3	3.4075	3.4	2.33	3.8	4.1	10	0
AO02TOCBAPN7W	3	2.9875	2.9	1.5	3.96	3.59	60	2
AB41UJJJJG79V	3	3.1675	2.67	0	5	5	3	0
A1VSINGBXXPO7M	3	3.3825	2.56	3.4	3.71	3.86	9	0
A3IRX42Q88JV2P	3	3.8675	3.39	4.05	3.88	4.15	33	0
A1PMD0ZGUEAY2B	3	4.3475	4.21	4.19	4.4	4.59	68	6
A1KPX3ZGV48ORK	3	4.375	3	5	5	4.5	2	0
A1J24AKRYQEYZ0	3	4.4125	3.44	4.75	4.79	4.67	37	1
A2HQKAK09RXCX	3	4.7	3.8	5	5	5	5	0
A1PZ5B1OX5KOL8	3	3.45	4	0	4.8	5	6	0
A2MX59ZKR06CH0	3	4.9475	4.79	5	5	5	14	0
AKIZ6OG8UPR2D	3	4.025	3.5	4	4.18	4.42	18	0
ANNHBZKJNOBY9	3	4.135	4.12	4	4.2	4.22	31	0
A25EF5SRALUAOA	3	4.985	4.94	5	5	5	18	0
ATCXSCRYON4PJ	3	4.2875	4.53	3.88	4.42	4.32	38	3
A2KBXJNYXTAVT2	3	4.9	4.6	5	5	5	12	0
A3HY237M923W89	3	3.57	2.4	3	4.38	4.5	10	0
A2A5SB7NENZHLK	3	3.3375	3.48	2.99	3.28	3.6	169	1
A269UQQCVIV0YH	3	2.02	1.75	1.33	3.29	1.71	8	0
A3LQN3R9GL1QTN	3	3.25	3.67	1	4.33	4	6	0
A3PYJESVGMHMS4	3	4.6075	4.42	4.67	4.68	4.66	116	0
A3JNRVTF2ZNMUN	3	2.8675	3.25	1	3	4.22	14	1
A3LX9SEM01IMDI	3	3.5625	4	1.67	4.63	3.95	21	0
A222T6DOEXIL8L	3	4.6675	3.67	5	5	5	4	0
A3LT7K9VZ4PDM5	3	4.675	3.7	5	5	5	10	0
A23TKUDEKV4ZRU	3	3.77	3.42	3.21	4.06	4.39	80	0
A1JJPEDYMYTIJJ	3	3.625	4.5	0	5	5	2	0
A1A1BJ6OGSLDGC	3	4.14	3	4	4.83	4.73	15	0
AFAOUHS65HNDS	3	3.6775	3.58	3.16	4	3.97	31	0
A1TG28EO0HFWAR	3	4.275	4.05	4.11	4.47	4.47	22	0
A2OVO94MC77YYJ	3	4.965	4.86	5	5	5	67	0
A2RP4GZ0ZUAF09	3	2.9875	2.95	2.84	3.03	3.13	42	1
A12IRJCLMI131Q	3	1.7075	1.5	1	2	2.33	4	0
A1402D8IUJQZ0D	3	4.7975	4.92	4.5	4.77	5	14	0
A34DG3IZ88WWBT	3	4.3375	3.32	4.64	4.68	4.71	40	0
A1HN60FBRYG4JS	3	3.3075	3.32	2.78	2.97	4.16	51	0
A3CV1MVF006J21	3	3.845	3.39	3.59	4.2	4.2	140	0
AY23TXIN56WKP	3	5	5	5	5	5	4	0
AQQ1SA9NYT7JB	3	4.7775	4.64	4.6	4.91	4.96	60	0
A3O6W4NP00S2AS	3	3.78	3.93	2.33	4.43	4.43	15	0
ACD19UFPKY2ZV	3	4.8	4.86	4.56	4.88	4.9	44	0
A1H49ETNUV5YI0	3	3.0475	2.98	2.53	3.21	3.47	68	4
AIJAWNSES27WL	3	5	5	5	5	5	2	0
A39TMYV239ALCG	3	4.75	4	5	5	5	1	0
A3H0D24TYO3Y6S	3	4.625	5	4	4.75	4.75	4	0
A3OWQ21AVFXN4E	3	3.02	4	1	3.86	3.22	9	0
AR6NX2KUSG6IP	3	4.8325	4.33	5	5	5	3	0
A35493KHLHLDMT	3	4.5725	3.29	5	5	5	8	0
A1CKEISKSOZ5HD	3	3.1775	2.96	3.23	2.92	3.6	79	0
AVOA3DRNBY4I9	3	4.625	5	3.5	5	5	2	0
AZZ4E7FKHTAXH	3	4.0875	4.18	3.17	4.8	4.2	11	0
A26XV6VOGG6E4	3	2.545	1.88	0	3.8	4.5	8	0
A1SWLPEHDWSJ6T	3	4.6425	4.27	4.6	4.7	5	12	0
A1ZCUBP2G0ZGZM	3	4.7075	4.56	4.7	4.83	4.74	37	0
A34JXQ2BSCVM1E	3	4.9575	4.83	5	5	5	6	0
AMD6OCZNPP47V	3	4.4125	3.75	4.5	4.4	5	6	0
A3LIMV9YXZZCS8	4	3.27	3.23	3	3.54	3.31	27	0
A2FF1XLYQ7RTGE	4	4.6925	4.13	5	4.64	5	16	0
A2B4SPP84UNKZE	4	4.7425	4.67	4.6	4.85	4.85	21	0
A2K624BSY3RAYX	4	3.01	3.06	2.6	3.25	3.13	22	0
A14RDIKJG0V5TD	4	4.2	4.12	3.72	4.43	4.53	142	3
A1RMC93TEKSKE0	4	3.5	4	0	5	5	16	7
A1Z5V55PL21X94	4	3.2475	2.21	2.72	3.71	4.35	58	0
AK0UOR0UKNYXS	4	2.61	4	1.8	1.47	3.17	15	0
A24Z2YNEXGN5BM	4	4.0925	3.7	3.73	4.47	4.47	33	0
AQTW4RJTZ8H6Q	4	4.0525	3.79	3.4	4.48	4.54	29	1
A1UF9SJU4S5LQ3	4	4.855	4.77	4.85	4.88	4.92	81	0
A30QPAGRXDAKNK	4	4.35	3.82	4.23	4.66	4.69	117	10
A18FWM3BGZIW4S	4	4.775	4.84	4.38	4.94	4.94	70	0
A2RVW5XUU68FKS	4	4.6725	4.6	4.2	4.94	4.95	26	3
A3MBN3F1E4Y1A1	4	5	5	5	5	5	2	0
A3MI6MIUNWCR7F	4	3.3275	2.9	2.95	3.85	3.61	127	0
AQJES07AIN6AI	4	4.705	4.28	4.74	4.89	4.91	108	0
A2CQVSX8OBR5X1	4	4.4475	4.24	4.33	4.68	4.54	65	0
A2S0VJE25JPZ4P	4	4.7725	4.45	4.64	5	5	20	0
A20M61EJRS6UFF	4	2.87	3.14	1	3.67	3.67	8	0
A1D3XHIK4LPPBM	4	2.805	3.33	1	3.78	3.11	10	0
A3DS33O5SAEPM8	4	4.5225	4.65	4.14	4.55	4.75	21	0
A1LMR1CHZZHPTD	4	3.5	4.5	0	4.5	5	2	0
A29TKHVWA0ETIL	4	3.7975	4.85	3	2.67	4.67	15	0
A3S57KPYOP00RI	4	4.4625	4.29	4.37	4.45	4.74	37	0
A2005EP47NDO85	4	4.72	4.21	5	4.67	5	19	0
AO1GS3CMM2IGY	4	2.9625	2.44	2.3	3.49	3.62	51	0
A1VVMP86F8GP7D	4	4.91	4.69	5	5	4.95	88	3
A15U2U02IXI4LO	4	4.57	4.61	3.88	5	4.79	19	0
A2ZGBI3CIS8HM	4	4.8825	4.53	5	5	5	17	0
A35RS8L3O9PKNB	4	3.585	3.48	3.53	3.52	3.81	24	0
A3K54QYGJEOX5Q	4	2.9825	3.09	2.36	3.6	2.88	44	0
A3S0F56AR2HR2U	4	4.1725	4.17	4.1	4.29	4.13	78	23
AVES4QZ255ZRJ	4	3.325	3.38	2.71	3.43	3.78	21	0
A33AZV67V12LIN	4	4.8275	4.93	4.64	4.74	5	28	0
A24749C8BWGYIF	4	1.7775	2	1.18	2.24	1.69	105	2
AAF2BO7XA8TJL	4	3.3975	2.3	3.08	4	4.21	46	0
A1HUOSVLNRCA8G	4	4.8875	4.55	5	5	5	24	1
A2YALJOLIU726Y	4	3.67	3.94	3.14	3.47	4.13	19	0
A1VFG9QY70Q93J	4	4.7525	4.8	4.45	4.87	4.89	55	0
AI3OU0DPRI0E3	4	4.6825	4.48	4.61	4.84	4.8	113	2
A3BAZYAVOG71L	4	3.005	3.07	1.44	3.09	4.42	17	0
A6AILYBOSANIR	4	3.4525	2.68	3.86	3.72	3.55	95	3
A2GKA9ZQ3BC5NP	4	3.8325	3.33	3	4.55	4.45	14	1
A2P2MT8IK72CVZ	4	3.7	2.78	3.7	4.36	3.96	101	0
A2YW2GCVA51U3S	4	2.75	2.89	1.62	4.05	2.44	127	0
A34F5ROBIERMN4	4	2.845	2.7	2.2	3.3	3.18	11	0
A1L8N3XFOXKPUS	4	4.395	3.33	4.5	4.75	5	6	2
A3D2TTRCZ4LZI	4	3.87	3.5	4	4.2	3.78	10	0
A16OJBUN90S3ZK	4	3.375	4.17	1	4	4.33	6	0
A1VEVSJE8XLHVZ	4	3.785	3.59	3.69	4.15	3.71	22	0
A3RXXNTGSUSTQ9	4	4.7075	4.59	4.58	4.83	4.83	109	0
A2OLAHJ8Z6JVP0	4	4.0325	4.4	3.33	4.5	3.9	22	0
A258734LBVMGZ2	4	4.87	4.85	4.67	4.96	5	28	0
A81966EVO3YG1	4	4.6675	4.75	4.5	4.58	4.84	31	0
ACIVI7VWXZYVZ	4	2.48	2	2.13	3.25	2.54	13	0
A00147046S7WXS8QXI4I	4	4.93	4.79	5	5	4.93	28	0
A3GSSP0XNA0VBT	4	4.79	4.22	5	4.94	5	18	0
A19W46AYZUAWOV	4	4.1825	4.26	3.29	4.57	4.61	23	0
A35DIGMQ3QH5NW	4	4.785	4.73	4.71	4.8	4.9	44	0
A3ABC881AF1TA9	4	4.1975	4.45	3.43	4.64	4.27	13	0
AXT4939GCS53A	4	5	5	5	5	5	1	0
A2J5FDWXI0FX8O	4	3.7625	2.9	3.86	4.08	4.21	24	0
A25RTM8JJMU7PJ	4	4.5775	4.57	4.54	4.64	4.56	165	1
A3D9EEGRG7BHFI	4	3.825	3.63	3.67	3.86	4.14	17	0
A1B88LZPOPVEF0	4	3.35	4.5	1	4	3.9	11	1
A1DIWKR9NEY82N	4	4.275	4.29	4.22	4.15	4.44	59	4
A1HJNQCLR1XONL	4	2.9625	2	2.58	3.58	3.69	73	4
A1OB4H2YNWGEXB	4	3.585	4.29	2.62	3.28	4.15	47	0
A98XFNIQL1ASR	4	2.45	1.7	2.07	3.4	2.63	99	0
A168VNOF2441SK	5	3.455	3.81	2.73	3.72	3.56	49	0
AOY5PNN87LDYU	5	4.1875	3.52	3.55	4.84	4.84	30	0
A5QQWO2U81GM6	5	3.7925	4.06	2.33	4.47	4.31	33	0
A1B2ILT2409W4R	5	4.1275	3.74	3.71	4.53	4.53	90	1
A29P1VFMKWSA	5	4.9075	4.67	5	4.96	5	58	0
AD9HWPLOWI41M	5	4.505	4.67	4.11	4.6	4.64	17	0
A33FG2Z5DG7TSO	5	3.0325	3.42	2.5	2.71	3.5	25	0
A1WSFAX0WC3JFW	5	3.825	3.48	3.56	4.26	4	34	1
A1B1HKBOWQ4RNE	5	4.64	3.82	4.86	4.88	5	29	0
A3NBHCAP8DYMWH	5	4.835	4.78	4.67	4.97	4.92	67	0
A2PXTSIT9V8PPU	5	2.9425	3.48	1.77	3.03	3.49	139	1
A1M77WFL17YL2G	5	4.7	4	5	4.8	5	11	2
A2GGQENGA7OVSO	5	2.75	1	0	5	5	1	0
A20OLZ95LYE7NY	5	4.5925	4.65	4.64	4.32	4.76	20	0
A3234SQAWRXMXE	5	4.9175	4.67	5	5	5	3	0
A2AFEW9VPVH5E1	5	4.0325	3.5	3	5	4.63	10	0
A3EZTHE4PBFBOM	5	3.055	3.23	2.26	3.07	3.66	63	0
A1LQFK1LUBV6AK	5	2.7625	3	1.63	3.67	2.75	17	0
A3OH9PX6HEYDUQ	5	3.8225	3.75	3.38	3.9	4.26	20	0
A1VB7RU5A6REX5	5	3.4525	3.67	2.8	3.67	3.67	9	0
A1J0Z7P34X8L9Q	5	4.0825	3.89	3.63	4.55	4.26	50	0
A3FHSX4MZ26SYA	5	4.93	4.77	5	4.95	5	26	0
A1F9W6UY3YL34J	5	4.725	4.38	4.82	4.86	4.84	93	0
A1V72N7WRG3MGV	5	3.455	2.93	2.5	4.45	3.94	57	0
A3RSXC99SWTLNV	5	3.895	4.17	1.8	4.75	4.86	31	0
A3SYHZ4HZFR1AG	5	4.26	4.24	3.67	4.63	4.5	17	0
A3ATNXMJPR3K0Y	5	3.5	4	0	5	5	1	0
A31J53DZHIZ39U	5	4.0325	4.33	3	4.4	4.4	12	0
AEWJTUXLC1K8D	5	4.825	4.45	5	5	4.85	33	2
A1IYL8MWRARVBJ	5	3.4875	3.65	3.5	3.46	3.34	48	2
A3G1G7INGV0EOV	5	4.72	4.57	4.8	4.69	4.82	30	0
A1PNMSW1RODAZ7	5	4.665	5	5	4.33	4.33	6	0
A3PBUB3OM54I27	5	3.7375	3.13	3.5	4.13	4.19	41	0
AHIW2B0QQNF7X	5	2.3525	1.63	1.4	3.31	3.07	45	0
A198USUSWOB9C7	6	4.5025	4.21	4.43	4.7	4.67	32	0
A1XUBU5CS5SFRV	6	3.835	3.86	3.1	4.17	4.21	62	0
AIDYBIWXEXQWO	6	4.74	4.2	5	5	4.76	18	0
A2EYHS1YSNWI5I	6	4.7825	4.23	4.97	4.93	5	88	0
ASOGCCOAO0E33	6	4.92	4.93	4.75	5	5	30	0
A1K2PEN2XVVQES	6	4.9525	4.85	5	4.96	5	27	0
A34PN4ER0H3PRV	6	4.08	3.32	3.53	4.91	4.56	57	0
A1NBFZJ7VJKS1U	6	4.6225	4.63	4.14	4.94	4.78	20	0
A296YJ2WQNOSKY	6	3.905	3.4	4	4	4.22	11	0
APUF2XHM72G7M	6	3.9575	4.06	3.71	4.47	3.59	17	0
A8RMEN71ICE57	6	3.5525	3.66	3.26	3.49	3.8	52	2
A3900AWU8IXAIG	6	3.5	4	0	5	5	5	0
A1PSQZCXJVPPAD	6	4.1175	2.95	4.5	4.47	4.55	44	0
AIVP5EEL1EABU	6	4.3775	4.04	4.67	4.25	4.55	29	1
A16EAV4S51N34J	6	4.47	4.58	3.9	4.53	4.87	54	0
A5IKUELYI56AG	6	3.1375	2.79	2.47	4.66	2.63	29	0
A13FVLMLUTH7ND	7	4.8475	4.79	4.8	4.9	4.9	203	0
AOIM7TTJYSJ50	7	4.0175	2.88	3.89	4.49	4.81	51	0
A1P0RD4ZA7CN2Y	7	4.3075	3.72	4.18	4.85	4.48	32	0
AFEG4RKNBSL4T	7	4.865	4.83	4.79	4.92	4.92	53	0
A2ZA0WM6BTXZ4Q	7	4.0625	3.62	4.3	4.08	4.25	13	1
A3CXNN7KCYDYNH	7	4.8825	4.91	5	4.72	4.9	33	0
A1VSOQ6MXD1E1J	7	3.985	3.24	3.9	4.44	4.36	119	0
A1V1AJBB2ICODE	7	4.0725	4.08	3.7	4.53	3.98	94	1
AGVV5AWLJY7H2	7	4.31	3.94	3.82	4.74	4.74	32	0
A8KS2AK5LE3YO	7	2.0075	2.39	1.2	2.87	1.57	111	0
A1I0BMG4GMC7DE	7	3.58	4.04	2.57	3.88	3.83	24	0
A3GFW13SR5QNA7	7	3.715	2.23	2.71	4.92	5	22	0
A1BY8EQA8D4HM0	7	4.7825	4.31	5	5	4.82	13	0
A152V9SI9PP1JU	7	3.2125	2.7	2.7	3.94	3.51	46	0
A3HZ9702G2EZUA	7	1.245	1.4	1.02	1.37	1.19	164	15
A3M0FXH8S3MV1V	7	4.7275	4.48	4.78	4.88	4.77	26	0
A3AGILFBOVKI09	7	4.7275	4.52	4.44	5	4.95	44	0
A209O4163HKU66	7	4.98	4.92	5	5	5	12	0
AYM550DYSN9TY	7	2.785	2.33	2.29	3.71	2.81	113	0
A2V6GCHMZ3W89V	7	4.03	2.79	3.93	4.73	4.67	433	1
A3A0N4OPTWRYPD	8	4.065	4.04	3.61	4.31	4.3	170	2
A2Q21I0C9O2343	8	4.265	4.8	3.67	4.53	4.06	17	0
A230RE9FSQ9SE7	8	4.06	3.54	4.07	4.22	4.41	48	0
AZO5KPO3QS0OU	8	4.5575	4.67	3.67	4.89	5	12	0
A1AQ7EJ5P7ME65	8	3.1075	2.9	2.58	3.31	3.64	126	3
A2JU0EKYBE10ZK	8	4.9475	4.79	5	5	5	40	0
A1PCWPZRTOKMOT	8	3.0525	2.34	3	3.32	3.55	32	0
A2Y4LSEGHUA3KS	8	4.975	4.9	5	5	5	10	0
A35GBZ8TKR3UKC	8	4.1925	4.28	3.65	4.24	4.6	108	1
A1LP8TX9G7T7P2	8	3.8	3.4	3.71	4.06	4.03	81	0
A2UEGHLADSZDBU	9	3.65	4.7	0	5	4.9	12	1
A2S0QCZG8DTNJC	9	4.93	4.72	5	5	5	18	0
A1PEALOSL9Z4KL	9	2.965	2.86	3	3.05	2.95	41	0
A21C7HHM1RNKOR	9	4.71	4.4	4.63	4.85	4.96	47	0
ABIUW8FBC3EE7	9	4.4325	4.2	4.35	4.56	4.62	175	1
A1UCRAP2K7AX2E	9	4.77	4.94	4.2	4.97	4.97	32	0
AELBL54SB3XMV	9	3.815	3.36	3.2	3.94	4.76	27	0
A3J1EJBVSG1ZW4	9	3.9775	3.36	4.13	4.24	4.18	24	0
A1SU5H37U1X2C9	10	4.6025	4	4.5	4.91	5	13	0
A266Q06ARNKH5T	10	3.2	2.5	2.61	3.63	4.06	67	0
AB7GMGQCELWOB	10	2.9875	2.6	2.28	3.72	3.35	62	0
A1ZEEGMU3YMZ6	10	4.7675	4.07	5	5	5	41	0
A1A9FVZYQA8GBX	10	2.785	2.4	2.88	2.54	3.32	133	1
A3PO7OE7RRY4DA	10	2.7125	2.15	2.08	3.48	3.14	29	0
A1ZD2GJV95O4BV	10	4.21	3.96	3.21	4.93	4.74	47	0
A3OSXTUM1QEXNY	11	4.2775	4.16	3.95	4.51	4.49	230	4
A2FRGMSACA9M8H	11	4.51	4.6	4.1	4.67	4.67	51	0
A32XN4TF9CXR6Y	12	4.7825	4.52	4.94	4.87	4.8	68	0
A85UAWGX7A330	12	3.8475	3.55	3.07	4.48	4.29	130	0
A3QE67P6HAD0X3	12	4.2075	2.76	4.24	4.93	4.9	97	0
A28PIN9Y6KHR3H	12	4.635	4.09	5	4.81	4.64	24	1
A1197OGL0WOQ3G	12	2.99	3.16	2.24	3.34	3.22	126	2
A1YC739ZD8COKK	12	4.2475	3.21	4	4.78	5	25	0
A1HTPXGAZGXM4J	13	3.2475	3.27	2.98	3.42	3.32	53	0
AI2HRFAYYSAW7	13	4.505	4.38	4.14	4.74	4.76	160	0
A1CKQ5OV5ZBJBJ	13	3.0575	2.37	2.78	3.19	3.89	181	2
A8DQXJEVAM6JF	14	4.6525	4.28	4.53	4.91	4.89	59	0
A02083613H11QIJB1H2CW	14	4.555	4.53	4.13	4.77	4.79	68	0
AZZ15B3W5L1Q8	15	4.865	4.58	5	4.9	4.98	42	0
A2WSI50PTXWAEL	16	4.59	4.14	4.6	4.81	4.81	39	0
A1A0CXMHXTUN4E	16	4.3025	3.6	4.8	4.21	4.6	24	0
A3RRY7BIF8JDCS	16	2.87	2.5	2.76	2.96	3.26	296	2
A1IFMRTRLY6CMX	17	3.685	3.89	2.55	4.25	4.05	80	1
AR3B90GZOP6DS	17	3.935	3.04	3.42	4.61	4.67	77	0
ALZUWU3P4QQSG	18	3.89	3.05	3.78	4.25	4.48	73	0
A27WLQ6FZA9JFG	18	3.5975	3.49	3.5	3.92	3.48	141	5
A2792W1C5VVZJS	18	4.7075	4.76	4.6	4.71	4.76	17	0
A2TXMKDL52OV8E	18	3.6475	3.71	3.65	3.45	3.78	221	1
A2A53C2WMV8L9R	18	4.3	4.38	4.06	4.29	4.47	216	6
A3RT7VOZ6BYIIL	19	4.4	2.6	5	5	5	5	2
A2EILHT073BDZZ	19	3.745	3.97	2.95	3.89	4.17	38	1
ALQGX9W4S1MRC	20	5	5	5	5	5	14	0
A14AT838CPSKA6	20	3.8075	3.96	2.52	4.48	4.27	101	0
ATX2I6II7G5TX	21	3.5425	3.87	1.8	4.05	4.45	26	0
A239M0XNXTKQZ7	22	4.0825	4.09	3	4.74	4.5	24	0
A21QWNZJFCEW2W	22	3.215	2.82	3.1	3.16	3.78	126	0
A1TI16GBKWZ4M8	22	4.35	4.46	3.76	4.68	4.5	139	0
A3A1AJ4RPLTOLY	23	4.565	4.76	4	4.72	4.78	42	2
A3H3EZNM8ORYNI	24	4.6475	4.63	4.48	4.73	4.75	68	0
A2SUM2D7EOAK1T	27	4.125	3.92	3.9	4.37	4.31	564	3
A6YG5FKV2TAVC	28	4.62	4.78	4.33	4.57	4.8	85	0
A13JL1KUB65H58	30	4.98	4.94	5	4.98	5	67	1
A38RXMI7DFPL8G	30	4.2425	3.48	4.14	4.74	4.61	201	0
A25EIGL5N7278I	30	4.68	4.86	4	4.86	5	17	0
A3HV8QI42N179B	31	3.6525	2.83	3.78	4.35	3.65	392	1
AKEBQYX32KM19	31	4.1025	3.8	3.6	4.76	4.25	146	0
A1VQU6TKNI97S9	32	4.275	3.91	4.09	4.61	4.49	272	4
A2BAP2QO7MMQI9	37	2.7225	2.7	2.25	2.91	3.03	314	2
A11L036EBWKONR	60	4.925	4.94	4.81	4.98	4.97	331	1
